date,area_code,market,market_size,inventory,Cost Price of Goods,Selling Price,Gross profit,Marketing budget to sell the Products,operational cost on product,Net profit,total_expenses,Total Product Sold,product_line,product_type,product,state,target_cogs,target_margin,target_profit,target_sales,type,difference_between_actual_and_target_profit
2013-11-01T00:00:00,503,West,Small Market,410,55,124,69,20,25,24,53,132,Beans,Espresso,Caffe Latte,Oregon,50,70,30,120,Regular,-6
2013-12-01T00:00:00,503,West,Small Market,424,54,127,73,17,14,42,45,135,Beans,Espresso,Caffe Mocha,Oregon,50,70,40,120,Regular,2
2012-11-01T00:00:00,503,West,Small Market,823,25,63,38,7,12,19,19,63,Leaves,Herbal Tea,Chamomile,Oregon,20,30,20,50,Decaf,-1
2013-11-01T00:00:00,503,West,Small Market,482,32,80,48,8,-2,42,20,85,Leaves,Tea,Darjeeling,Oregon,20,30,30,50,Regular,12
2013-12-01T00:00:00,503,West,Small Market,829,24,60,36,6,2,28,17,64,Leaves,Herbal Tea,Chamomile,Oregon,20,30,20,50,Decaf,8
2012-11-01T00:00:00,503,West,Small Market,424,46,114,68,14,22,32,36,114,Beans,Coffee,Decaf Irish Cream,Oregon,50,80,50,130,Decaf,-18
2012-11-01T00:00:00,503,West,Small Market,411,59,138,79,19,27,33,46,138,Beans,Espresso,Caffe Mocha,Oregon,50,80,50,130,Regular,-17
2012-12-01T00:00:00,503,West,Small Market,435,41,101,60,13,22,25,35,101,Beans,Coffee,Decaf Irish Cream,Oregon,40,80,50,120,Decaf,-25
2012-12-01T00:00:00,503,West,Small Market,521,47,112,65,42,30,-7,72,112,Beans,Coffee,Amaretto,Oregon,50,80,20,130,Regular,-27
2013-11-01T00:00:00,503,West,Small Market,424,46,114,68,14,7,47,36,121,Beans,Coffee,Decaf Irish Cream,Oregon,50,80,50,130,Decaf,-3
2012-10-01T00:00:00,503,West,Small Market,1267,161,322,161,45,25,91,70,322,Beans,Espresso,Decaf Espresso,Oregon,140,150,110,290,Decaf,-19
2012-11-01T00:00:00,503,West,Small Market,1283,181,363,182,50,24,108,74,363,Beans,Espresso,Decaf Espresso,Oregon,170,180,120,350,Decaf,-12
2012-12-01T00:00:00,503,West,Small Market,690,134,320,186,41,24,121,65,320,Leaves,Tea,Green Tea,Oregon,90,140,100,230,Regular,21
2013-10-01T00:00:00,503,West,Small Market,1267,161,322,161,45,-19,135,70,343,Beans,Espresso,Decaf Espresso,Oregon,140,150,110,290,Decaf,25
2013-10-01T00:00:00,503,West,Small Market,503,51,122,71,46,32,-7,76,130,Beans,Coffee,Amaretto,Oregon,70,100,50,170,Regular,-57
2013-10-01T00:00:00,503,West,Small Market,463,60,144,84,19,34,31,63,153,Beans,Coffee,Colombian,Oregon,80,130,90,210,Regular,-59
2013-11-01T00:00:00,503,West,Small Market,798,78,197,119,25,2,92,57,210,Leaves,Tea,Earl Grey,Oregon,50,90,50,140,Regular,42
2013-12-01T00:00:00,503,West,Small Market,551,81,185,104,26,-20,98,38,197,Leaves,Herbal Tea,Lemon,Oregon,70,100,70,170,Decaf,28
2013-12-01T00:00:00,503,West,Small Market,690,134,320,186,41,-35,180,65,341,Leaves,Tea,Green Tea,Oregon,90,140,100,230,Regular,80
2012-11-01T00:00:00,504,South,Small Market,856,31,78,47,8,11,28,19,78,Beans,Coffee,Decaf Irish Cream,Louisiana,30,60,50,90,Decaf,-22
2013-10-01T00:00:00,504,South,Small Market,-762,60,144,84,54,29,1,83,153,Beans,Espresso,Caffe Latte,Louisiana,30,60,10,90,Regular,-9
2013-11-01T00:00:00,504,South,Small Market,856,31,78,47,8,-3,42,19,83,Beans,Coffee,Decaf Irish Cream,Louisiana,30,60,50,90,Decaf,-8
2012-11-01T00:00:00,504,South,Small Market,-906,61,147,86,55,30,1,85,147,Beans,Espresso,Caffe Latte,Louisiana,40,70,10,110,Regular,-9
2012-10-01T00:00:00,504,South,Small Market,593,79,177,98,30,34,34,64,177,Leaves,Herbal Tea,Lemon,Louisiana,60,90,60,150,Decaf,-26
2012-12-01T00:00:00,505,South,Small Market,335,49,118,69,44,30,-5,74,118,Beans,Espresso,Caffe Mocha,New Mexico,30,60,10,90,Regular,-15
2013-12-01T00:00:00,505,South,Small Market,335,49,118,69,44,32,-7,74,126,Beans,Espresso,Caffe Mocha,New Mexico,30,60,10,90,Regular,-17
2012-11-01T00:00:00,505,South,Small Market,1804,82,122,40,25,23,-8,48,122,Beans,Coffee,Decaf Irish Cream,New Mexico,90,50,10,140,Decaf,-18
2012-11-01T00:00:00,505,South,Small Market,325,44,106,62,40,29,-7,69,106,Beans,Espresso,Caffe Mocha,New Mexico,30,50,0,80,Regular,-7
2013-11-01T00:00:00,505,South,Small Market,1804,82,122,40,25,27,-12,48,130,Beans,Coffee,Decaf Irish Cream,New Mexico,90,50,10,140,Decaf,-22
2013-11-01T00:00:00,505,South,Small Market,325,44,106,62,40,32,-10,69,113,Beans,Espresso,Caffe Mocha,New Mexico,30,50,0,80,Regular,-10
2012-10-01T00:00:00,505,South,Small Market,1698,86,109,23,26,23,-26,49,109,Beans,Coffee,Decaf Irish Cream,New Mexico,110,40,10,150,Decaf,-36
2012-10-01T00:00:00,505,South,Small Market,320,45,109,64,41,29,-6,70,109,Beans,Espresso,Caffe Mocha,New Mexico,20,40,10,60,Regular,-16
2012-10-01T00:00:00,505,South,Small Market,1000,31,68,37,9,22,6,31,68,Leaves,Herbal Tea,Lemon,New Mexico,10,40,30,50,Decaf,-24
2012-11-01T00:00:00,505,South,Small Market,248,35,82,47,11,28,8,39,82,Beans,Espresso,Decaf Espresso,New Mexico,20,40,20,60,Decaf,-12
2012-12-01T00:00:00,505,South,Small Market,1009,31,69,38,9,22,7,31,69,Leaves,Herbal Tea,Lemon,New Mexico,20,40,20,60,Decaf,-13
2013-10-01T00:00:00,505,South,Small Market,1698,86,109,23,26,36,-39,49,116,Beans,Coffee,Decaf Irish Cream,New Mexico,110,40,10,150,Decaf,-49
2013-10-01T00:00:00,505,South,Small Market,320,45,109,64,41,32,-9,70,116,Beans,Espresso,Caffe Mocha,New Mexico,20,40,10,60,Regular,-19
2013-10-01T00:00:00,505,South,Small Market,1000,31,68,37,9,19,9,31,72,Leaves,Herbal Tea,Lemon,New Mexico,10,40,30,50,Decaf,-21
2013-11-01T00:00:00,505,South,Small Market,248,35,82,47,11,24,12,39,87,Beans,Espresso,Decaf Espresso,New Mexico,20,40,20,60,Decaf,-8
2013-12-01T00:00:00,505,South,Small Market,1009,31,69,38,9,19,10,31,74,Leaves,Herbal Tea,Lemon,New Mexico,20,40,20,60,Decaf,-10
2012-11-01T00:00:00,505,South,Small Market,452,43,109,66,14,32,20,46,109,Beans,Coffee,Colombian,New Mexico,50,70,30,120,Regular,-10
2013-11-01T00:00:00,505,South,Small Market,452,43,109,66,14,22,30,46,116,Beans,Coffee,Colombian,New Mexico,50,70,30,120,Regular,0
2012-10-01T00:00:00,505,South,Small Market,244,39,92,53,12,27,14,39,92,Beans,Espresso,Decaf Espresso,New Mexico,20,30,20,50,Decaf,-6
2012-10-01T00:00:00,505,South,Small Market,846,21,52,31,5,12,14,17,52,Leaves,Herbal Tea,Chamomile,New Mexico,10,30,30,40,Decaf,-16
2012-11-01T00:00:00,505,South,Small Market,-522,34,76,42,12,34,-4,46,76,Beans,Espresso,Caffe Latte,New Mexico,20,30,-10,50,Regular,6
2012-11-01T00:00:00,505,South,Small Market,1003,29,64,35,8,22,5,30,64,Leaves,Herbal Tea,Lemon,New Mexico,20,30,10,50,Decaf,-5
2012-12-01T00:00:00,505,South,Small Market,256,38,89,51,12,27,12,39,89,Beans,Espresso,Decaf Espresso,New Mexico,30,30,0,60,Decaf,12
2013-10-01T00:00:00,505,South,Small Market,244,39,92,53,12,20,21,39,98,Beans,Espresso,Decaf Espresso,New Mexico,20,30,20,50,Decaf,1
2013-10-01T00:00:00,505,South,Small Market,846,21,52,31,5,5,21,17,55,Leaves,Herbal Tea,Chamomile,New Mexico,10,30,30,40,Decaf,-9
2013-11-01T00:00:00,505,South,Small Market,-522,34,76,42,12,36,-6,46,81,Beans,Espresso,Caffe Latte,New Mexico,20,30,-10,50,Regular,4
2013-11-01T00:00:00,505,South,Small Market,1003,29,64,35,8,20,7,30,68,Leaves,Herbal Tea,Lemon,New Mexico,20,30,10,50,Decaf,-3
2013-12-01T00:00:00,505,South,Small Market,256,38,89,51,12,21,18,39,95,Beans,Espresso,Decaf Espresso,New Mexico,30,30,0,60,Decaf,18
2012-10-01T00:00:00,505,South,Small Market,447,45,114,69,14,32,23,46,114,Beans,Coffee,Colombian,New Mexico,50,110,80,160,Regular,-57
2012-10-01T00:00:00,505,South,Small Market,-466,25,56,31,9,34,-12,43,56,Beans,Espresso,Caffe Latte,New Mexico,10,20,10,30,Regular,-22
2012-11-01T00:00:00,505,South,Small Market,848,15,39,24,4,11,9,15,39,Leaves,Herbal Tea,Chamomile,New Mexico,10,20,10,30,Decaf,-1
2012-12-01T00:00:00,505,South,Small Market,1898,92,160,68,28,24,16,52,160,Beans,Coffee,Decaf Irish Cream,New Mexico,100,90,40,190,Decaf,-24
2012-12-01T00:00:00,505,South,Small Market,462,48,122,74,15,32,27,47,122,Beans,Coffee,Colombian,New Mexico,50,90,50,140,Regular,-23
2012-12-01T00:00:00,505,South,Small Market,-598,20,45,25,7,33,-15,40,45,Beans,Espresso,Caffe Latte,New Mexico,10,20,-10,30,Regular,-5
2012-12-01T00:00:00,505,South,Small Market,851,16,41,25,4,12,9,16,41,Leaves,Herbal Tea,Chamomile,New Mexico,10,20,10,30,Decaf,-1
2013-10-01T00:00:00,505,South,Small Market,447,45,114,69,14,21,34,46,121,Beans,Coffee,Colombian,New Mexico,50,110,80,160,Regular,-46
2013-10-01T00:00:00,505,South,Small Market,-466,25,56,31,9,40,-18,43,60,Beans,Espresso,Caffe Latte,New Mexico,10,20,10,30,Regular,-28
2013-11-01T00:00:00,505,South,Small Market,848,15,39,24,4,7,13,15,42,Leaves,Herbal Tea,Chamomile,New Mexico,10,20,10,30,Decaf,3
2013-12-01T00:00:00,505,South,Small Market,1898,92,160,68,28,16,24,52,171,Beans,Coffee,Decaf Irish Cream,New Mexico,100,90,40,190,Decaf,-16
2013-12-01T00:00:00,505,South,Small Market,462,48,122,74,15,19,40,47,130,Beans,Coffee,Colombian,New Mexico,50,90,50,140,Regular,-10
2013-12-01T00:00:00,505,South,Small Market,-598,20,45,25,7,40,-22,40,48,Beans,Espresso,Caffe Latte,New Mexico,10,20,-10,30,Regular,-12
2013-12-01T00:00:00,505,South,Small Market,851,16,41,25,4,8,13,16,44,Leaves,Herbal Tea,Chamomile,New Mexico,10,20,10,30,Decaf,3
2012-10-01T00:00:00,508,East,Major Market,859,27,66,39,7,12,20,19,66,Leaves,Tea,Darjeeling,Massachusetts,20,50,50,70,Regular,-30
2012-12-01T00:00:00,508,East,Major Market,422,46,103,57,17,33,7,50,103,Leaves,Herbal Tea,Lemon,Massachusetts,30,40,10,70,Decaf,-3
2012-11-01T00:00:00,508,East,Major Market,1283,181,363,182,50,24,108,74,363,Beans,Espresso,Regular Espresso,Massachusetts,170,180,120,350,Regular,-12
2013-10-01T00:00:00,508,East,Major Market,1267,161,322,161,45,-21,137,69,343,Beans,Espresso,Regular Espresso,Massachusetts,140,160,120,300,Regular,17
2012-11-01T00:00:00,509,West,Small Market,834,47,115,68,13,11,44,24,115,Leaves,Herbal Tea,Lemon,Washington,40,60,40,100,Decaf,4
2013-10-01T00:00:00,509,West,Small Market,829,48,119,71,13,-12,70,24,127,Leaves,Herbal Tea,Lemon,Washington,30,60,60,90,Decaf,10
2013-11-01T00:00:00,509,West,Small Market,613,61,147,86,55,30,1,85,157,Leaves,Tea,Green Tea,Washington,40,60,0,100,Regular,1
2013-12-01T00:00:00,509,West,Small Market,627,55,131,76,49,31,-4,79,140,Leaves,Tea,Green Tea,Washington,40,50,-10,90,Regular,6
2012-12-01T00:00:00,509,West,Small Market,320,41,107,66,12,24,30,36,107,Leaves,Tea,Darjeeling,Washington,30,40,20,70,Regular,10
2012-12-01T00:00:00,509,West,Small Market,466,43,106,63,13,22,28,35,106,Leaves,Tea,Earl Grey,Washington,30,40,20,70,Regular,8
2013-11-01T00:00:00,509,West,Small Market,321,53,141,88,16,-1,73,39,150,Leaves,Tea,Darjeeling,Washington,30,70,50,100,Regular,23
2013-10-01T00:00:00,509,West,Small Market,449,46,113,67,14,7,46,36,120,Leaves,Tea,Earl Grey,Washington,20,30,30,50,Regular,16
2012-12-01T00:00:00,509,West,Small Market,403,65,145,80,24,33,23,57,145,Beans,Espresso,Caffe Mocha,Washington,60,80,30,140,Regular,-7
2013-12-01T00:00:00,509,West,Small Market,403,65,145,80,24,22,34,57,155,Beans,Espresso,Caffe Mocha,Washington,60,80,30,140,Regular,4
2012-12-01T00:00:00,509,West,Small Market,716,105,250,145,95,30,20,125,250,Beans,Coffee,Decaf Irish Cream,Washington,120,170,50,290,Decaf,-30
2012-12-01T00:00:00,509,West,Small Market,1166,115,289,174,37,32,105,69,289,Leaves,Herbal Tea,Chamomile,Washington,100,160,110,260,Decaf,-5
2013-11-01T00:00:00,509,West,Small Market,694,94,224,130,85,21,24,114,239,Beans,Coffee,Decaf Irish Cream,Washington,110,150,40,260,Decaf,-16
2013-10-01T00:00:00,510,West,Major Market,650,72,182,110,23,4,83,54,194,Leaves,Tea,Green Tea,California,20,60,50,80,Regular,33
2013-12-01T00:00:00,510,West,Major Market,677,67,168,101,22,9,70,54,179,Leaves,Tea,Green Tea,California,40,80,50,120,Regular,20
2013-11-01T00:00:00,510,West,Major Market,1272,225,490,265,69,-62,258,91,522,Leaves,Herbal Tea,Lemon,California,210,240,160,450,Decaf,98
2012-12-01T00:00:00,512,South,Major Market,-1239,67,168,101,22,32,47,54,168,Beans,Espresso,Caffe Latte,Texas,50,70,30,120,Regular,17
2012-12-01T00:00:00,513,Central,Major Market,424,54,127,73,17,27,29,44,127,Beans,Coffee,Amaretto,Ohio,50,70,40,120,Regular,-11
2013-12-01T00:00:00,513,Central,Major Market,521,47,112,65,42,32,-9,71,119,Beans,Coffee,Decaf Irish Cream,Ohio,40,70,10,110,Decaf,-19
2012-10-01T00:00:00,513,Central,Major Market,859,27,66,39,7,12,20,19,66,Leaves,Herbal Tea,Lemon,Ohio,10,30,30,40,Decaf,-10
2012-12-01T00:00:00,513,Central,Major Market,817,88,221,133,29,32,72,61,221,Leaves,Tea,Darjeeling,Ohio,70,110,70,180,Regular,2
2013-10-01T00:00:00,513,Central,Major Market,1267,161,322,161,45,-21,137,69,343,Beans,Espresso,Caffe Mocha,Ohio,230,240,190,470,Regular,-53
2013-12-01T00:00:00,513,Central,Major Market,817,88,221,133,29,-3,107,61,236,Leaves,Tea,Darjeeling,Ohio,70,110,70,180,Regular,37
2013-12-01T00:00:00,513,Central,Major Market,690,134,320,186,41,-35,180,65,341,Leaves,Tea,Earl Grey,Ohio,110,150,90,260,Regular,90
2012-11-01T00:00:00,515,Central,Small Market,802,22,56,34,6,12,16,18,56,Beans,Espresso,Caffe Mocha,Iowa,20,50,40,70,Regular,-24
2012-12-01T00:00:00,515,Central,Small Market,807,23,58,35,6,12,17,18,58,Beans,Espresso,Caffe Mocha,Iowa,20,50,40,70,Regular,-23
2013-11-01T00:00:00,515,Central,Small Market,387,0,43,43,0,-3,46,12,46,Beans,Espresso,Decaf Espresso,Iowa,0,50,40,50,Decaf,6
2013-11-01T00:00:00,515,Central,Small Market,802,22,56,34,6,4,24,18,60,Beans,Espresso,Caffe Mocha,Iowa,20,50,40,70,Regular,-16
2013-12-01T00:00:00,515,Central,Small Market,807,23,58,35,6,4,25,18,62,Beans,Espresso,Caffe Mocha,Iowa,20,50,40,70,Regular,-15
2012-10-01T00:00:00,515,Central,Small Market,1000,31,68,37,9,21,7,30,68,Beans,Coffee,Colombian,Iowa,20,40,30,60,Regular,-23
2013-10-01T00:00:00,515,Central,Small Market,1000,31,68,37,9,18,10,30,72,Beans,Coffee,Colombian,Iowa,20,40,30,60,Regular,-20
2013-11-01T00:00:00,515,Central,Small Market,1003,29,64,35,8,20,7,30,68,Beans,Coffee,Colombian,Iowa,20,40,20,60,Regular,-13
2013-10-01T00:00:00,515,Central,Small Market,846,21,52,31,5,4,22,16,55,Beans,Coffee,Amaretto,Iowa,10,30,30,40,Regular,-8
2013-10-01T00:00:00,515,Central,Small Market,789,122,298,176,39,-32,169,62,318,Leaves,Herbal Tea,Lemon,Iowa,90,150,130,240,Decaf,39
2013-10-01T00:00:00,515,Central,Small Market,1755,239,478,239,66,-48,221,90,509,Leaves,Tea,Darjeeling,Iowa,170,170,110,340,Regular,111
2013-10-01T00:00:00,515,Central,Small Market,1756,255,567,312,96,-56,272,129,604,Leaves,Tea,Earl Grey,Iowa,170,230,130,400,Regular,142
2013-12-01T00:00:00,515,Central,Small Market,1744,247,576,329,81,-73,321,113,614,Leaves,Herbal Tea,Chamomile,Iowa,230,300,200,530,Decaf,121
2013-12-01T00:00:00,515,Central,Small Market,830,127,312,185,40,-38,183,62,332,Leaves,Herbal Tea,Lemon,Iowa,120,170,120,290,Decaf,63
2012-10-01T00:00:00,516,East,Major Market,971,108,265,157,30,12,115,42,265,Leaves,Tea,Darjeeling,New York,110,170,140,280,Regular,-25
2013-11-01T00:00:00,516,East,Major Market,984,81,198,117,22,-30,125,33,211,Leaves,Tea,Darjeeling,New York,80,120,90,200,Regular,35
2012-12-01T00:00:00,518,East,Major Market,601,54,133,79,15,12,52,27,133,Leaves,Tea,Green Tea,New York,50,80,60,130,Regular,-8
2012-10-01T00:00:00,518,East,Major Market,580,76,187,111,21,12,78,33,187,Leaves,Tea,Green Tea,New York,80,120,100,200,Regular,-22
2012-11-01T00:00:00,518,East,Major Market,984,81,198,117,22,11,84,33,198,Leaves,Tea,Darjeeling,New York,80,120,90,200,Regular,-6
2013-11-01T00:00:00,518,East,Major Market,4742,225,160,-65,69,98,-232,91,171,Leaves,Herbal Tea,Mint,New York,160,-50,-120,110,Decaf,-112
2013-12-01T00:00:00,518,East,Major Market,723,250,657,407,70,-126,463,95,700,Beans,Espresso,Regular Espresso,New York,240,400,320,640,Regular,143
2013-12-01T00:00:00,518,East,Major Market,959,123,302,179,34,-52,197,46,322,Leaves,Tea,Earl Grey,New York,120,190,150,310,Regular,47
2013-10-01T00:00:00,530,West,Major Market,541,39,90,51,12,0,39,25,96,Leaves,Herbal Tea,Mint,California,20,40,40,60,Decaf,-1
2012-12-01T00:00:00,530,West,Major Market,940,135,322,187,122,34,31,156,322,Beans,Espresso,Caffe Mocha,California,130,180,40,310,Regular,-9
2013-12-01T00:00:00,530,West,Major Market,2642,279,699,420,97,-79,402,149,745,Beans,Coffee,Colombian,California,330,500,350,830,Regular,52
2013-12-01T00:00:00,530,West,Major Market,940,135,322,187,122,19,46,156,343,Beans,Espresso,Caffe Mocha,California,130,180,40,310,Regular,6
2013-10-01T00:00:00,541,West,Small Market,656,91,218,127,28,-14,113,51,232,Leaves,Tea,Green Tea,Oregon,40,60,50,100,Regular,63
2012-11-01T00:00:00,541,West,Small Market,410,55,124,69,20,33,16,53,124,Beans,Espresso,Caffe Latte,Oregon,50,70,30,120,Regular,-14
2013-10-01T00:00:00,541,West,Small Market,405,52,123,71,17,14,40,44,131,Beans,Espresso,Caffe Mocha,Oregon,30,70,60,100,Regular,-20
2013-12-01T00:00:00,541,West,Small Market,482,41,98,57,13,43,1,56,104,Beans,Coffee,Colombian,Oregon,40,70,20,110,Regular,-19
2012-11-01T00:00:00,541,West,Small Market,482,32,80,48,8,12,28,20,80,Leaves,Tea,Darjeeling,Oregon,20,30,30,50,Regular,-2
2012-12-01T00:00:00,541,West,Small Market,829,24,60,36,6,11,19,17,60,Leaves,Herbal Tea,Chamomile,Oregon,20,30,20,50,Decaf,-1
2013-11-01T00:00:00,541,West,Small Market,823,25,63,38,7,3,28,19,67,Leaves,Herbal Tea,Chamomile,Oregon,20,30,20,50,Decaf,8
2013-12-01T00:00:00,541,West,Small Market,490,29,73,44,8,-1,37,19,78,Leaves,Tea,Darjeeling,Oregon,20,30,30,50,Regular,7
2012-11-01T00:00:00,541,West,Small Market,509,52,125,73,47,30,-4,77,125,Beans,Coffee,Amaretto,Oregon,60,80,10,140,Regular,-14
2013-11-01T00:00:00,541,West,Small Market,411,59,138,79,19,11,49,46,147,Beans,Espresso,Caffe Mocha,Oregon,50,80,50,130,Regular,-1
2013-12-01T00:00:00,541,West,Small Market,435,41,101,60,13,10,37,35,108,Beans,Coffee,Decaf Irish Cream,Oregon,40,80,50,120,Decaf,-13
2013-12-01T00:00:00,541,West,Small Market,521,47,112,65,42,33,-10,72,119,Beans,Coffee,Amaretto,Oregon,50,80,20,130,Regular,-30
2012-10-01T00:00:00,541,West,Small Market,480,21,53,32,5,11,16,16,53,Leaves,Tea,Darjeeling,Oregon,0,20,20,20,Regular,-4
2012-12-01T00:00:00,541,West,Small Market,551,81,185,104,26,12,66,38,185,Leaves,Herbal Tea,Lemon,Oregon,70,100,70,170,Decaf,-4
2013-10-01T00:00:00,541,West,Small Market,572,90,205,115,29,-22,108,42,218,Leaves,Herbal Tea,Lemon,Oregon,60,100,90,160,Decaf,18
2013-11-01T00:00:00,541,West,Small Market,470,53,128,75,17,37,21,61,136,Beans,Coffee,Colombian,Oregon,60,90,40,150,Regular,-19
2013-11-01T00:00:00,541,West,Small Market,561,88,200,112,29,-21,104,42,213,Leaves,Herbal Tea,Lemon,Oregon,80,100,70,180,Decaf,34
2012-11-01T00:00:00,559,West,Major Market,1778,211,423,212,59,24,129,83,423,Beans,Espresso,Caffe Latte,California,200,210,140,410,Regular,-11
2012-12-01T00:00:00,561,East,Major Market,1079,80,176,96,24,22,50,46,176,Leaves,Herbal Tea,Mint,Florida,60,60,30,120,Decaf,20
2013-10-01T00:00:00,561,East,Major Market,871,38,94,56,10,-6,52,21,100,Leaves,Tea,Darjeeling,Florida,40,60,50,100,Regular,2
2013-11-01T00:00:00,561,East,Major Market,1063,75,164,89,23,1,65,45,175,Leaves,Herbal Tea,Mint,Florida,50,60,30,110,Decaf,35
2012-11-01T00:00:00,561,East,Major Market,856,31,78,47,8,11,28,19,78,Leaves,Tea,Green Tea,Florida,30,50,40,80,Regular,-12
2013-11-01T00:00:00,561,East,Major Market,391,54,121,67,20,28,19,54,129,Leaves,Herbal Tea,Lemon,Florida,40,40,10,80,Decaf,9
2012-10-01T00:00:00,561,East,Major Market,656,91,218,127,28,23,76,51,218,Beans,Coffee,Decaf Irish Cream,Florida,70,110,90,180,Decaf,-14
2012-11-01T00:00:00,561,East,Major Market,557,77,180,103,25,27,51,52,180,Beans,Espresso,Decaf Espresso,Florida,70,100,60,170,Decaf,-9
2012-11-01T00:00:00,561,East,Major Market,570,22,52,30,7,12,11,19,52,Leaves,Herbal Tea,Chamomile,Florida,10,20,10,30,Decaf,1
2012-10-01T00:00:00,562,West,Major Market,650,72,182,110,23,31,56,54,182,Leaves,Tea,Green Tea,California,20,60,50,80,Regular,6
2012-10-01T00:00:00,562,West,Major Market,1755,239,478,239,66,24,149,90,478,Beans,Espresso,Caffe Latte,California,210,220,160,430,Regular,-11
2012-10-01T00:00:00,562,West,Major Market,898,125,298,173,113,33,27,146,298,Beans,Espresso,Caffe Mocha,California,110,160,50,270,Regular,-23
2012-10-01T00:00:00,562,West,Major Market,1246,239,520,281,74,21,186,95,520,Leaves,Herbal Tea,Lemon,California,190,220,170,410,Decaf,16
2012-10-01T00:00:00,562,West,Major Market,915,123,302,179,34,11,134,45,302,Leaves,Tea,Darjeeling,California,50,90,80,140,Regular,54
2013-10-01T00:00:00,563,Central,Small Market,430,0,43,43,0,-3,46,12,46,Beans,Espresso,Decaf Espresso,Iowa,0,60,60,60,Decaf,-14
2013-12-01T00:00:00,563,Central,Small Market,344,0,43,43,0,-4,47,11,46,Beans,Espresso,Decaf Espresso,Iowa,0,50,40,50,Decaf,7
2012-11-01T00:00:00,563,Central,Small Market,1003,29,64,35,8,22,5,30,64,Beans,Coffee,Colombian,Iowa,20,40,20,60,Regular,-15
2012-10-01T00:00:00,563,Central,Small Market,846,21,52,31,5,11,15,16,52,Beans,Coffee,Amaretto,Iowa,10,30,30,40,Regular,-15
2012-12-01T00:00:00,563,Central,Small Market,1009,31,69,38,9,21,8,30,69,Beans,Coffee,Colombian,Iowa,30,30,10,60,Regular,-2
2013-12-01T00:00:00,563,Central,Small Market,851,16,41,25,4,6,15,15,44,Beans,Coffee,Amaretto,Iowa,10,30,20,40,Regular,-5
2012-10-01T00:00:00,563,Central,Small Market,1755,239,478,239,66,24,149,90,478,Leaves,Tea,Darjeeling,Iowa,170,170,110,340,Regular,39
2012-10-01T00:00:00,563,Central,Small Market,1756,255,567,312,96,33,183,129,567,Leaves,Tea,Earl Grey,Iowa,170,230,130,400,Regular,53
2012-11-01T00:00:00,563,Central,Small Market,848,15,39,24,4,12,8,16,39,Beans,Coffee,Amaretto,Iowa,10,20,10,30,Regular,-2
2013-11-01T00:00:00,563,Central,Small Market,1778,211,423,212,59,-38,191,83,451,Leaves,Tea,Darjeeling,Iowa,170,180,110,350,Regular,81
2013-12-01T00:00:00,563,Central,Small Market,1838,294,654,360,111,-72,321,144,697,Leaves,Tea,Earl Grey,Iowa,240,300,170,540,Regular,151
2012-11-01T00:00:00,567,Central,Major Market,509,52,125,73,47,29,-3,76,125,Beans,Coffee,Decaf Irish Cream,Ohio,50,70,10,120,Decaf,-13
2012-10-01T00:00:00,567,Central,Major Market,1267,161,322,161,45,24,92,69,322,Beans,Espresso,Caffe Mocha,Ohio,230,240,190,470,Regular,-98
2012-10-01T00:00:00,573,Central,Small Market,320,45,109,64,41,29,-6,70,109,Leaves,Herbal Tea,Chamomile,Missouri,20,60,30,80,Decaf,-36
2012-12-01T00:00:00,573,Central,Small Market,1898,92,160,68,28,24,16,52,160,Leaves,Herbal Tea,Lemon,Missouri,80,60,20,140,Decaf,-4
2013-10-01T00:00:00,573,Central,Small Market,320,45,109,64,41,32,-9,70,116,Leaves,Herbal Tea,Chamomile,Missouri,20,60,30,80,Decaf,-39
2012-11-01T00:00:00,573,Central,Small Market,325,44,106,62,40,30,-8,70,106,Leaves,Herbal Tea,Chamomile,Missouri,40,50,0,90,Decaf,-8
2012-11-01T00:00:00,573,Central,Small Market,1804,82,122,40,25,24,-9,49,122,Leaves,Herbal Tea,Lemon,Missouri,70,40,0,110,Decaf,-9
2012-12-01T00:00:00,573,Central,Small Market,256,38,89,51,12,28,11,40,89,Leaves,Tea,Darjeeling,Missouri,30,40,10,70,Regular,1
2013-11-01T00:00:00,573,Central,Small Market,211,34,76,42,12,34,-4,45,81,Leaves,Tea,Earl Grey,Missouri,20,40,0,60,Regular,-4
2012-10-01T00:00:00,573,Central,Small Market,1698,86,109,23,26,23,-26,49,109,Leaves,Herbal Tea,Lemon,Missouri,60,20,10,80,Decaf,-36
2012-11-01T00:00:00,573,Central,Small Market,601,82,184,102,31,33,38,64,184,Beans,Coffee,Colombian,Missouri,80,100,40,180,Regular,-2
2012-12-01T00:00:00,573,Central,Small Market,619,68,153,85,25,34,26,59,153,Beans,Coffee,Colombian,Missouri,60,90,40,150,Regular,-14
2012-12-01T00:00:00,573,Central,Small Market,218,20,45,25,7,34,-16,41,45,Leaves,Tea,Earl Grey,Missouri,10,20,-10,30,Regular,-6
2013-10-01T00:00:00,573,Central,Small Market,593,79,177,98,30,16,52,63,189,Beans,Coffee,Colombian,Missouri,70,100,70,170,Regular,-18
2013-10-01T00:00:00,573,Central,Small Market,881,40,99,59,11,-5,53,23,106,Beans,Espresso,Caffe Mocha,Missouri,50,90,90,140,Regular,-37
