Program Health,PROGRAM CODE,PROGRAM NAME,has capstone,has co-op,has shadowing,has placement,has simulation,Latitude,Longitude,"22F
# of Students Placed",Mode of Placement
Low Admission,H797,Diagnostic Cardiac Sonography,0.0,0.0,0.0,0.0,0.0,,,0,placement
Low Admission,H797,Diagnostic Cardiac Sonography,0.0,0.0,0.0,0.0,0.0,,,0,placement
Low Admission,H797,Diagnostic Cardiac Sonography,0.0,0.0,0.0,0.0,0.0,,,0,placement
Low Admission,H797,Diagnostic Cardiac Sonography,0.0,0.0,0.0,0.0,0.0,,,0,placement
Low Admission,H797,Diagnostic Cardiac Sonography,0.0,0.0,0.0,0.0,0.0,,,0,placement
Low Admission,H797,Diagnostic Cardiac Sonography,0.0,0.0,0.0,0.0,0.0,,,0,placement
Low Admission,H797,Diagnostic Cardiac Sonography,0.0,0.0,0.0,0.0,0.0,,,0,placement
Low Admission,H797,Diagnostic Cardiac Sonography,0.0,0.0,0.0,0.0,0.0,,,1,placement
Low Admission,H797,Diagnostic Cardiac Sonography,0.0,0.0,0.0,0.0,0.0,,,0,placement
Low Admission,H797,Diagnostic Cardiac Sonography,0.0,0.0,0.0,0.0,0.0,,,2,placement
Low Admission,H797,Diagnostic Cardiac Sonography,0.0,0.0,0.0,0.0,0.0,,,0,placement
Low Admission,H797,Diagnostic Cardiac Sonography,0.0,0.0,0.0,0.0,0.0,,,0,placement
Low Admission,H797,Diagnostic Cardiac Sonography,0.0,0.0,0.0,0.0,0.0,,,1,placement
Low Admission,H797,Diagnostic Cardiac Sonography,0.0,0.0,0.0,0.0,0.0,,,0,placement
Low Admission,H797,Diagnostic Cardiac Sonography,0.0,0.0,0.0,0.0,0.0,,,0,placement
Low Admission,H797,Diagnostic Cardiac Sonography,0.0,0.0,0.0,0.0,0.0,,,0,placement
Good,H796,Diagnostic Medical Sonography,0.0,0.0,0.0,0.0,0.0,"43.266952,-79.9632251",,0,Placement
Good,H796,Diagnostic Medical Sonography,0.0,0.0,0.0,0.0,0.0,,,0,placement
Good,H796,Diagnostic Medical Sonography,0.0,0.0,0.0,0.0,0.0,,,0,PAC
Good,H796,Diagnostic Medical Sonography,0.0,0.0,0.0,0.0,0.0,,,0,PAC
Good,H796,Diagnostic Medical Sonography,0.0,0.0,0.0,0.0,0.0,"42.2976121,-83.0061336",,4,Placement
Good,H796,Diagnostic Medical Sonography,0.0,0.0,0.0,0.0,0.0,"44.4974179,-80.2060077",,1,Placement
Good,H796,Diagnostic Medical Sonography,0.0,0.0,0.0,0.0,0.0,,,0,placement
Good,H796,Diagnostic Medical Sonography,0.0,0.0,0.0,0.0,0.0,"43.7298059,-79.4705209",,5,Placement
Good,H796,Diagnostic Medical Sonography,0.0,0.0,0.0,0.0,0.0,"44.1547862,-79.8752503",,6,Placement
Good,H796,Diagnostic Medical Sonography,0.0,0.0,0.0,0.0,0.0,,,3,Placement
Good,H796,Diagnostic Medical Sonography,0.0,0.0,0.0,0.0,0.0,"42.3088511,-82.9601572",,3,Placement
Good,H796,Diagnostic Medical Sonography,0.0,0.0,0.0,0.0,0.0,,,0,placement
Good,H796,Diagnostic Medical Sonography,0.0,0.0,0.0,0.0,0.0,,,0,placement
Good,H796,Diagnostic Medical Sonography,0.0,0.0,0.0,0.0,0.0,"43.8154414,-79.2957228",,0,Placement
Good,H796,Diagnostic Medical Sonography,0.0,0.0,0.0,0.0,0.0,"45.452457,-75.5124524",,2,Placement
Good,H796,Diagnostic Medical Sonography,0.0,0.0,0.0,0.0,0.0,,,0,placement
Good,H796,Diagnostic Medical Sonography,0.0,0.0,0.0,0.0,0.0,"43.6524201,-79.3871006",,4,Placement
Good,H796,Diagnostic Medical Sonography,0.0,0.0,0.0,0.0,0.0,"42.2889378,-83.0207357",,2,Placement
Good,H796,Diagnostic Medical Sonography,0.0,0.0,0.0,0.0,0.0,"43.3852785,-80.7124808",,0,Placement
Good,H796,Diagnostic Medical Sonography,0.0,0.0,0.0,0.0,0.0,"43.1897301,-81.4073281",,0,Placement
Good,H796,Diagnostic Medical Sonography,0.0,0.0,0.0,0.0,0.0,,,0,placement
Good,H796,Diagnostic Medical Sonography,0.0,0.0,0.0,0.0,0.0,"43.7298059,-79.4705209",,0,Placement
Good,H796,Diagnostic Medical Sonography,0.0,0.0,0.0,0.0,0.0,,,0,placement
Good,H796,Diagnostic Medical Sonography,0.0,0.0,0.0,0.0,0.0,,,0,Placement
Good,H796,Diagnostic Medical Sonography,0.0,0.0,0.0,0.0,0.0,"43.6524201,-79.3871006",,1,Placement
Good,H796,Diagnostic Medical Sonography,0.0,0.0,0.0,0.0,0.0,,,0,placement
Good,H796,Diagnostic Medical Sonography,0.0,0.0,0.0,0.0,0.0,"42.9590877,-81.6347579",,1,Placement
Good,H796,Diagnostic Medical Sonography,0.0,0.0,0.0,0.0,0.0,,,3,placement
Good,H796,Diagnostic Medical Sonography,0.0,0.0,0.0,0.0,0.0,"42.4003213,-82.2069641",,6,Placement
Good,H796,Diagnostic Medical Sonography,0.0,0.0,0.0,0.0,0.0,,,0,placement
Good,H796,Diagnostic Medical Sonography,0.0,0.0,0.0,0.0,0.0,,,2,Placement
Good,H796,Diagnostic Medical Sonography,0.0,0.0,0.0,0.0,0.0,"44.4974179,-80.2060077",,6,Placement
Good,H796,Diagnostic Medical Sonography,0.0,0.0,0.0,0.0,0.0,"42.4003213,-82.2069641",,0,Placement
Good,H796,Diagnostic Medical Sonography,0.0,0.0,0.0,0.0,0.0,,,3,placement
Good,H796,Diagnostic Medical Sonography,0.0,0.0,0.0,0.0,0.0,,,5,placement
Good,H796,Diagnostic Medical Sonography,0.0,0.0,0.0,0.0,0.0,,,6,placement
Good,H796,Diagnostic Medical Sonography,0.0,0.0,0.0,0.0,0.0,,,0,placement
Good,H796,Diagnostic Medical Sonography,0.0,0.0,0.0,0.0,0.0,,,0,placement
Good,H796,Diagnostic Medical Sonography,0.0,0.0,0.0,0.0,0.0,,,0,placement
Good,H796,Diagnostic Medical Sonography,0.0,0.0,0.0,0.0,0.0,,,0,placement
Good,H796,Diagnostic Medical Sonography,0.0,0.0,0.0,0.0,0.0,,,0,placement
Good,H796,Diagnostic Medical Sonography,0.0,0.0,0.0,0.0,0.0,"42.0478806,-82.6212005",,0,Placement
Good,H796,Diagnostic Medical Sonography,0.0,0.0,0.0,0.0,0.0,,,0,placement
Good,H796,Diagnostic Medical Sonography,0.0,0.0,0.0,0.0,0.0,"43.6432556,-79.9340308",,0,Placement
Good,H796,Diagnostic Medical Sonography,0.0,0.0,0.0,0.0,0.0,,,0,placement
Good,H796,Diagnostic Medical Sonography,0.0,0.0,0.0,0.0,0.0,"43.7449323,-79.4358718",,2,Placement
Good,H796,Diagnostic Medical Sonography,0.0,0.0,0.0,0.0,0.0,,,4,placement
Good,H796,Diagnostic Medical Sonography,0.0,0.0,0.0,0.0,0.0,,,0,placement
Good,H796,Diagnostic Medical Sonography,0.0,0.0,0.0,0.0,0.0,"44.606585,-79.426636",,2,Placement
Good,H796,Diagnostic Medical Sonography,0.0,0.0,0.0,0.0,0.0,,,0,placement
Good,H796,Diagnostic Medical Sonography,0.0,0.0,0.0,0.0,0.0,,,0,placement
Good,H796,Diagnostic Medical Sonography,0.0,0.0,0.0,0.0,0.0,"53.5195067,-113.5903231",,4,Placement
Good,H796,Diagnostic Medical Sonography,0.0,0.0,0.0,0.0,0.0,"44.1547862,-79.8752503",,0,Placement
Good,H796,Diagnostic Medical Sonography,0.0,0.0,0.0,0.0,0.0,,,1,Placement
Good,H796,Diagnostic Medical Sonography,0.0,0.0,0.0,0.0,0.0,"43.0319613,-80.8747086",,2,Placement
Good,H796,Diagnostic Medical Sonography,0.0,0.0,0.0,0.0,0.0,"50.9933791,-114.0843084",,0,Placement
Good,H796,Diagnostic Medical Sonography,0.0,0.0,0.0,0.0,0.0,,,0,Placement
Good,H796,Diagnostic Medical Sonography,0.0,0.0,0.0,0.0,0.0,"42.9779722,-82.3888876",,0,Placement
Good,H796,Diagnostic Medical Sonography,0.0,0.0,0.0,0.0,0.0,"42.4003213,-82.2069641",,0,Placement
Good,H796,Diagnostic Medical Sonography,0.0,0.0,0.0,0.0,0.0,"43.8843411,-81.3064126",,0,Placement
Good,H796,Diagnostic Medical Sonography,0.0,0.0,0.0,0.0,0.0,,,0,placement
Good,H796,Diagnostic Medical Sonography,0.0,0.0,0.0,0.0,0.0,,,4,Placement
Good,H796,Diagnostic Medical Sonography,0.0,0.0,0.0,0.0,0.0,"43.7495309,-81.7076239",,1,Placement
Good,H796,Diagnostic Medical Sonography,0.0,0.0,0.0,0.0,0.0,"42.2976121,-83.0061336",,0,Placement
Good,H796,Diagnostic Medical Sonography,0.0,0.0,0.0,0.0,0.0,,,0,Placement
Good,H796,Diagnostic Medical Sonography,0.0,0.0,0.0,0.0,0.0,"43.7248331,-79.3051082",,0,Placement
Good,H796,Diagnostic Medical Sonography,0.0,0.0,0.0,0.0,0.0,,,0,PAC
Good,H796,Diagnostic Medical Sonography,0.0,0.0,0.0,0.0,0.0,,,0,PAC
Good,H796,Diagnostic Medical Sonography,0.0,0.0,0.0,0.0,0.0,,,0,PAC
Good,H796,Diagnostic Medical Sonography,0.0,0.0,0.0,0.0,0.0,"43.6328215,-79.4363268",,5,Placement
Good,H796,Diagnostic Medical Sonography,0.0,0.0,0.0,0.0,0.0,,,0,placement
Good,H796,Diagnostic Medical Sonography,0.0,0.0,0.0,0.0,0.0,,,0,PAC
Good,H796,Diagnostic Medical Sonography,0.0,0.0,0.0,0.0,0.0,,,0,placement
Good,H796,Diagnostic Medical Sonography,0.0,0.0,0.0,0.0,0.0,"48.4171679,-89.3337071",,0,Placement
Low Admission,H796H797,Diagnostic Medical Sonography / Diagnostic Cardiac Sonography,0.0,0.0,0.0,0.0,0.0,,,0,placement
Excellent,Early Childhood Education,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,,,0,Coordinator Contacts
Excellent,Early Childhood Education,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,,,0,Coordinator Contacts
Excellent,Early Childhood Education,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,,,0,Coordinator Contacts
Excellent,Early Childhood Education,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,,,0,Coordinator Contacts
Excellent,Early Childhood Education,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,,,0,Coordinator Contacts
Excellent,Early Childhood Education,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,,,0,Coordinator Contacts
Excellent,Early Childhood Education,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,,,0,Coordinator Contacts
Excellent,Early Childhood Education,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,,,0,Coordinator Contacts
Excellent,Early Childhood Education,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,,,0,Coordinator Contacts
Excellent,Early Childhood Education,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,,,0,Coordinator Contacts
Excellent,Early Childhood Education,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,,,0,Coordinator Contacts
Excellent,Early Childhood Education,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,,,0,PAC
Excellent,Early Childhood Education,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,42.3966629,-82.198174,4,Placement
Excellent,Early Childhood Education,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,42.2827549,-82.8818744,2,Placement
Excellent,Early Childhood Education,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,,,0,Coordinator Contacts
Excellent,Early Childhood Education,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,,,0,Coordinator Contacts
Excellent,Early Childhood Education,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,,,0,Coordinator Contacts
Excellent,Early Childhood Education,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,42.3372814,-82.9406399,4,Placement
Excellent,Early Childhood Education,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,,,0,PAC
Excellent,Early Childhood Education,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,42.2217269,-83.0604569,1,Placement
Excellent,Early Childhood Education,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,42.2907694,-82.7343993,2,Placement
Excellent,Early Childhood Education,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,42.2908182,-83.0825025,1,Placement
Excellent,Early Childhood Education,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,42.3143109,-82.9226728,3,Placement
Excellent,Early Childhood Education,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,42.2362962,-83.0214649,3,Placement
Excellent,Early Childhood Education,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,42.3783557,-82.1790338,1,Placement
Excellent,Early Childhood Education,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,42.3149367,-83.0363633,2,Placement
Excellent,Early Childhood Education,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,,,0,Coordinator Contacts
Excellent,Early Childhood Education,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,,,0,Coordinator Contacts
Excellent,Early Childhood Education,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,,,0,Coordinator Contacts
Excellent,Early Childhood Education,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,,,0,Coordinator Contacts
Excellent,Early Childhood Education,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,,,0,Coordinator Contacts
Excellent,Early Childhood Education,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,,,0,Coordinator Contacts
Excellent,Early Childhood Education,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,,,0,Coordinator Contacts
Excellent,Early Childhood Education,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,,,0,Coordinator Contacts
Excellent,Early Childhood Education,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,,,0,Coordinator Contacts
Excellent,Early Childhood Education,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,,,0,Coordinator Contacts
Excellent,Early Childhood Education,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,,,0,Coordinator Contacts
Excellent,Early Childhood Education,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,,,0,Coordinator Contacts
Excellent,Early Childhood Education,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,,,0,Coordinator Contacts
Excellent,Early Childhood Education,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,,,0,Coordinator Contacts
Excellent,Early Childhood Education,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,,,0,Coordinator Contacts
Excellent,Early Childhood Education,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,,,0,Coordinator Contacts
Excellent,Early Childhood Education,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,,,0,Coordinator Contacts
Excellent,Early Childhood Education,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,,,0,Coordinator Contacts
Excellent,Early Childhood Education,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,,,0,Coordinator Contacts
Excellent,Early Childhood Education,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,,,0,Coordinator Contacts
Excellent,Early Childhood Education,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,,,0,Coordinator Contacts
Excellent,Early Childhood Education,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,,,0,Coordinator Contacts
Excellent,Early Childhood Education,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,,,0,Coordinator Contacts
Excellent,Early Childhood Education,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,,,0,Coordinator Contacts
Excellent,Early Childhood Education,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,,,0,Coordinator Contacts
Excellent,Early Childhood Education,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,,,0,Coordinator Contacts
Excellent,Early Childhood Education,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,,,0,Coordinator Contacts
Excellent,Early Childhood Education,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,,,0,Coordinator Contacts
Excellent,Early Childhood Education,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,,,0,Coordinator Contacts
Excellent,Early Childhood Education,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,,,0,Coordinator Contacts
Excellent,Early Childhood Education,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,,,0,Coordinator Contacts
Excellent,Early Childhood Education,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,,,0,Coordinator Contacts
Excellent,Early Childhood Education,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,,,0,Coordinator Contacts
Excellent,Early Childhood Education,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,,,0,Coordinator Contacts
Excellent,Early Childhood Education,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,,,0,Coordinator Contacts
Excellent,Early Childhood Education,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,,,0,Coordinator Contacts
Excellent,Electric Drive Vehicle Technician,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,42.1029432,-83.1068221,1,Placement
Excellent,Electric Drive Vehicle Technician,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,42.2827549,-82.8818744,0,Placement
Excellent,Electric Drive Vehicle Technician,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,42.147218,-83.0694439,1,Placement
Excellent,Electric Drive Vehicle Technician,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,42.2638532,-83.0742527,1,Placement
Excellent,Electric Drive Vehicle Technician,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,42.3091575,-83.0215363,2,Placement
Excellent,Electric Drive Vehicle Technician,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,42.2932234,-82.7117164,0,Placement
Excellent,Electric Drive Vehicle Technician,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,42.3072847,-82.9275117,0,Placement
Excellent,Electric Drive Vehicle Technician,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,,,0,Placement
Excellent,Electric Drive Vehicle Technician,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,42.3154089,-83.0424175,0,Placement
Excellent,Electric Drive Vehicle Technician,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,42.2217269,-83.0604569,1,Placement
Excellent,Electric Drive Vehicle Technician,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,42.285048,-83.0506616,0,Placement
Excellent,Electric Drive Vehicle Technician,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,42.3207441,-82.8785885,0,Placement
Excellent,Electric Drive Vehicle Technician,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,42.3221158,-82.8841869,4,Placement
Excellent,Electric Drive Vehicle Technician,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,42.295059,-83.0486329,1,Placement
Excellent,Electric Drive Vehicle Technician,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,42.3300897,-82.9419875,0,Placement
Excellent,Electric Drive Vehicle Technician,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,42.325134,-82.951442,0,Placement
Excellent,Electric Drive Vehicle Technician,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,42.2426145,-83.0270786,1,Placement
Excellent,Electric Drive Vehicle Technician,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,42.426045,-82.183806,0,Placement
Excellent,Electric Drive Vehicle Technician,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,42.2850881,-83.0389083,0,Placement
Excellent,Electric Drive Vehicle Technician,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,42.1651271,-82.8217344,0,Placement
Excellent,Electric Drive Vehicle Technician,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,42.2355411,-83.1024769,0,Placement
Excellent,Electric Drive Vehicle Technician,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,42.2982207,-82.9818136,0,Placement
Excellent,Electric Drive Vehicle Technician,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,42.3057116,-83.0181077,0,Placement
Excellent,Electric Drive Vehicle Technician,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,42.2515705,-83.0740992,6,Placement
Excellent,Electric Drive Vehicle Technician,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,42.2887731,-83.0484379,0,Placement
Excellent,Electric Drive Vehicle Technician,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,40.0896685,-74.1157532,0,Placement
Excellent,Electric Drive Vehicle Technician,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,51.253775,-85.3232139,0,Placement
Excellent,Greenhouse Technician,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,42.4501271,-81.8722123,1,Placement
Excellent,Greenhouse Technician,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,42.290219,-82.7022466,4,Placement
Excellent,Greenhouse Technician,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,42.2889378,-83.0207357,1,Placement
Excellent,Greenhouse Technician,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,42.2582255,-83.013024,1,Placement
Excellent,Greenhouse Technician,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,42.59892,-82.388918,0,Placement
Excellent,Greenhouse Technician,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,42.0555511,-82.589608,0,Placement
Excellent,Greenhouse Technician,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,42.3103175,-82.9517159,0,Placement
Excellent,Greenhouse Technician,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,42.2842071,-83.0610012,0,Placement
Excellent,Greenhouse Technician,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,,,0,Placement
Excellent,Greenhouse Technician,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,42.2891629,-82.9490857,0,Placement
Excellent,K240,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,42.2936295,-82.7734237,0,Placement
Excellent,K240,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,42.3043281,-83.0024695,0,Placement
Excellent,K240,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,42.3053098,-82.8989892,0,Placement
Excellent,K240,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,42.2495148,-83.0501158,0,Placement
Excellent,K240,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,42.3149367,-83.0363633,0,Placement
Excellent,K240,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,42.5962841,-82.3862102,0,Placement
Excellent,K240,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,42.2690569,-83.0334457,2,Placement
Excellent,K240,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,42.2338622,-83.09935,1,Placement
Excellent,K240,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,42.301765,-82.824289,3,Placement
Excellent,K240,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,42.2982475,-82.9891694,0,Placement
Excellent,K240,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,42.3139756,-82.9745719,1,Placement
Excellent,K240,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,42.2495148,-83.0501158,0,Placement
Excellent,K240,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,42.3091575,-83.0215363,0,Placement
Excellent,K240,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,42.2544224,-82.9791997,1,Placement
Excellent,K240,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,42.2908182,-83.0825025,0,Placement
Excellent,K240,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,42.095061,-82.4629497,0,Placement
Excellent,K240,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,42.0980006,-83.1017583,0,Placement
Excellent,K240,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,42.5583889,-81.9789099,0,Placement
Excellent,K240,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,42.2425661,-83.0115904,0,Placement
Excellent,K240,Early Childhood Education,0.0,0.0,0.0,0.0,0.0,42.2828686,-83.0200207,0,Placement
Low Admission,Electric Drive Vehicle Technician,Electric Drive Vehicle Technician,0.0,0.0,0.0,0.0,0.0,,,0,Lido commitment letters
Low Admission,Electric Drive Vehicle Technician,Electric Drive Vehicle Technician,0.0,0.0,0.0,0.0,0.0,,,0,Lido commitment letters
Low Admission,Electric Drive Vehicle Technician,Electric Drive Vehicle Technician,0.0,0.0,0.0,0.0,0.0,,,0,Lido commitment letters
Low Admission,Electric Drive Vehicle Technician,Electric Drive Vehicle Technician,0.0,0.0,0.0,0.0,0.0,,,0,Lido commitment letters
Low Admission,Electric Drive Vehicle Technician,Electric Drive Vehicle Technician,0.0,0.0,0.0,0.0,0.0,,,0,Lido commitment letters
Low Admission,Electric Drive Vehicle Technician,Electric Drive Vehicle Technician,0.0,0.0,0.0,0.0,0.0,,,0,Lido commitment letters
Low Admission,Electric Drive Vehicle Technician,Electric Drive Vehicle Technician,0.0,0.0,0.0,0.0,0.0,,,0,Lido commitment letters
Low Admission,Electric Drive Vehicle Technician,Electric Drive Vehicle Technician,0.0,0.0,0.0,0.0,0.0,,,0,Lido commitment letters
Low Admission,Electric Drive Vehicle Technician,Electric Drive Vehicle Technician,0.0,0.0,0.0,0.0,0.0,,,0,Lido commitment letters
Low Admission,Electric Drive Vehicle Technician,Electric Drive Vehicle Technician,0.0,0.0,0.0,0.0,0.0,,,0,Lido commitment letters
Low Admission,Electric Drive Vehicle Technician,Electric Drive Vehicle Technician,0.0,0.0,0.0,0.0,0.0,,,0,Lido commitment letters
Low Admission,Electric Drive Vehicle Technician,Electric Drive Vehicle Technician,0.0,0.0,0.0,0.0,0.0,,,0,Lido commitment letters
Low Admission,Electric Drive Vehicle Technician,Electric Drive Vehicle Technician,0.0,0.0,0.0,0.0,0.0,,,0,Lido commitment letters
Low Admission,Electric Drive Vehicle Technician,Electric Drive Vehicle Technician,0.0,0.0,0.0,0.0,0.0,,,0,Lido commitment letters
Low Admission,Electric Drive Vehicle Technician,Electric Drive Vehicle Technician,0.0,0.0,0.0,0.0,0.0,,,0,Lido commitment letters
Low Admission,Electric Drive Vehicle Technician,Electric Drive Vehicle Technician,0.0,0.0,0.0,0.0,0.0,,,0,Lido commitment letters
Low Admission,Electric Drive Vehicle Technician,Electric Drive Vehicle Technician,0.0,0.0,0.0,0.0,0.0,,,0,Lido commitment letters
Low Admission,Electric Drive Vehicle Technician,Electric Drive Vehicle Technician,0.0,0.0,0.0,0.0,0.0,,,0,Lido commitment letters
Low Admission,Electric Drive Vehicle Technician,Electric Drive Vehicle Technician,0.0,0.0,0.0,0.0,0.0,,,0,Lido commitment letters
Low Admission,Electric Drive Vehicle Technician,Electric Drive Vehicle Technician,0.0,0.0,0.0,0.0,0.0,,,0,Lido commitment letters
Low Admission,Electric Drive Vehicle Technician,Electric Drive Vehicle Technician,0.0,0.0,0.0,0.0,0.0,,,0,Lido commitment letters
Low Admission,Electric Drive Vehicle Technician,Electric Drive Vehicle Technician,0.0,0.0,0.0,0.0,0.0,,,0,Lido commitment letters
Low Admission,Electric Drive Vehicle Technician,Electric Drive Vehicle Technician,0.0,0.0,0.0,0.0,0.0,,,0,Lido commitment letters
Low Admission,Electric Drive Vehicle Technician,Electric Drive Vehicle Technician,0.0,0.0,0.0,0.0,0.0,,,0,Lido commitment letters
Low Admission,Electric Drive Vehicle Technician,Electric Drive Vehicle Technician,0.0,0.0,0.0,0.0,0.0,,,0,Lido commitment letters
Low Admission,Electric Drive Vehicle Technician,Electric Drive Vehicle Technician,0.0,0.0,0.0,0.0,0.0,,,0,Lido commitment letters
Low Admission,Electric Drive Vehicle Technician,Electric Drive Vehicle Technician,0.0,0.0,0.0,0.0,0.0,,,0,Lido commitment letters
Low Admission,Greenhouse Technician,Electrical Engineering Technician,0.0,0.0,0.0,0.0,0.0,,,0,PAC
