PROGRAM NAME,PROGRAM CODE,PROGRAM CODE 2 ,PROGRAM CODE 3,COURSE CODE,COURSE CODE 2,COURSE CODE3,COURSE CODE 4,Work integrated learning type,WIL TYPE 2,WIL TYPE 3,WIL TYPE 4,,Primary Key,designation,Contact Name,Address,City,Postal Code,Paid/Unpaid,"22F
# of Students Placed","23W
# of Students Placed",PAC/PLACE/CAREER
Construciton Engineering Technician / Construciton Project Management ,T046,T036,,CPM 160,CPM 250,AEC 211 ,CVL 412,Placement,Placement ,Simulation,Simulation ,,4ada72a0-028e-4513-afae-f7cafec6ae56,,Derek Astbury,,,,,4,,Placement
Construciton Engineering Technician / Construciton Project Management ,T046,T036,,CPM 160,CPM 250,AEC 211 ,CVL 412,Placement,Placement ,Simulation,Simulation ,,820660e7-6d7c-4ec7-860d-ac359b3afa58,,Tony Berardi,,,,,3,,Placement
Construciton Engineering Technician / Construciton Project Management ,T046,T036,,CPM 160,CPM 250,AEC 211 ,CVL 412,Placement,Placement ,Simulation,Simulation ,Duplicate,0f4a8614-5b23-4ca6-99ce-af9654afaba2,,Rod Hebert,,,,,1,,Placement
Construciton Engineering Technician / Construciton Project Management ,T046,T036,,CPM 160,CPM 250,AEC 211 ,CVL 412,Placement,Placement ,Simulation,Simulation ,,63f2440f-d79b-48e5-aa17-a384d4262c51,,Joe Varacalli,,,,,1,,Placement
Construciton Engineering Technician / Construciton Project Management ,T046,T036,,CPM 160,CPM 250,AEC 211 ,CVL 412,Placement,Placement ,Simulation,Simulation ,,b82d66cd-73c6-4d01-a0d3-9ba8a4890e86,,Fonda Asprakis/Sarah Mallott,,,,,1,,Placement
Construciton Engineering Technician / Construciton Project Management ,T046,T036,,CPM 160,CPM 250,AEC 211 ,CVL 412,Placement,Placement ,Simulation,Simulation ,,b8dd5910-2754-4b7b-9703-130cf91dcba4,,Greg Drouillard ,,,,,4,,Placement
Construciton Engineering Technician / Construciton Project Management ,T046,T036,,CPM 160,CPM 250,AEC 211 ,CVL 412,Placement,Placement ,Simulation,Simulation ,,91c7c58b-b6e6-4068-869a-f2ca6ae14257,,Celina Ussoletti,,,,,2,,Placement
Construciton Engineering Technician / Construciton Project Management ,T046,T036,,CPM 160,CPM 250,AEC 211 ,CVL 412,Placement,Placement ,Simulation,Simulation ,Duplicate,b9746d94-a7af-4747-89d9-1ad04deb5bcb,,Marc Rivest/David Johnson,,,,,2,,Placement
Construciton Engineering Technician / Construciton Project Management ,T046,T036,,CPM 160,CPM 250,AEC 211 ,CVL 412,Placement,Placement ,Simulation,Simulation ,,70b03582-71e3-45ea-b6a7-17752296f436,,0,,,,,2,,Placement
Construciton Engineering Technician / Construciton Project Management ,T046,T036,,CPM 160,CPM 250,AEC 211 ,CVL 412,Placement,Placement ,Simulation,Simulation ,,1cf9a010-6e77-4b0f-9e10-5aacde6dc7be,,Carrie Mady ,,,,,3,,Placement
Construciton Engineering Technician / Construciton Project Management ,T046,T036,,CPM 160,CPM 250,AEC 211 ,CVL 412,Placement,Placement ,Simulation,Simulation ,Duplicate,becf2840-443f-447d-8b78-cbc560d36b87,,Gino Piccioni,,,,,5,,Placement
Construciton Engineering Technician / Construciton Project Management ,T046,T036,,CPM 160,CPM 250,AEC 211 ,CVL 412,Placement,Placement ,Simulation,Simulation ,,c3a041a3-5a0c-4748-b0b8-11eaeb00c46b,,Peter Letkeman,,,,,6,,Placement
Construciton Engineering Technician / Construciton Project Management ,T046,T036,,CPM 160,CPM 250,AEC 211 ,CVL 412,Placement,Placement ,Simulation,Simulation ,,2b13215f-747d-46a1-add9-fbcb7600c213,,Sarah,,,,,2,,Placement
Construciton Engineering Technician / Construciton Project Management ,T046,T036,,CPM 160,CPM 250,AEC 211 ,CVL 412,Placement,Placement ,Simulation,Simulation ,,74333218-c876-4870-bd0d-d7f12c50e178,,Sabrina Bilyk,,,,,1,,Placement
Construciton Engineering Technician / Construciton Project Management ,T046,T036,,CPM 160,CPM 250,AEC 211 ,CVL 412,Placement,Placement ,Simulation,Simulation ,Duplicate,42da5066-7573-4f46-ba55-c30d18d42e2c,,Brian Towsley,,,,,4,,Placement
Construciton Engineering Technician / Construciton Project Management ,T046,T036,,CPM 160,CPM 250,AEC 211 ,CVL 412,Placement,Placement ,Simulation,Simulation ,,8b8baab6-a84c-4efa-8102-3f54caf5f080,,Luciano Barcsai,,,,,3,,Placement
Construciton Engineering Technician / Construciton Project Management ,T046,T036,,CPM 160,CPM 250,AEC 211 ,CVL 412,Placement,Placement ,Simulation,Simulation ,Duplicate,fc2f56d0-622a-4204-ad6a-eff05a8491c6,,Chris Mannina,,,,,1,,Placement
Construciton Engineering Technician / Construciton Project Management ,T046,T036,,CPM 160,CPM 250,AEC 211 ,CVL 412,Placement,Placement ,Simulation,Simulation ,,2efcbab8-5807-49b4-929f-27231ffc7bc5,,Luc Pignal,,,,,1,,Placement
Construciton Engineering Technician / Construciton Project Management ,T046,T036,,CPM 160,CPM 250,AEC 211 ,CVL 412,Placement,Placement ,Simulation,Simulation ,Duplicate,80b2a254-6d5d-46b3-9c83-b11bf5326a49,,Steven Valente,,,,,1,,Placement
Construciton Engineering Technician / Construciton Project Management ,T046,T036,,CPM 160,CPM 250,AEC 211 ,CVL 412,Placement,Placement ,Simulation,Simulation ,,12ec27aa-c835-40ab-b925-79f37ad457d6,,Peter Valente / Sarah Carriere,,,,,4,,Placement
Construciton Engineering Technician / Construciton Project Management ,T046,T036,,CPM 160,CPM 250,AEC 211 ,CVL 412,Placement,Placement ,Simulation,Simulation ,Duplicate,9c08f8ea-7148-4244-9370-00e8f78b5851,,Roy Simone,,,,,2,,Placement
Construciton Engineering Technician / Construciton Project Management ,T046,T036,,CPM 160,CPM 250,AEC 211 ,CVL 412,Placement,Placement ,Simulation,Simulation ,,f29620df-bd25-4660-a2ee-81726386ee87,,Dan Pipitone,,,,,2,,Placement
Construciton Engineering Technician / Construciton Project Management ,T046,T036,,CPM 160,CPM 250,AEC 211 ,CVL 412,Placement,Placement ,Simulation,Simulation ,Duplicate,dda05fff-acf4-497f-914b-bc4da041979b,,Vince Lapico,,,,,2,,Placement
Construciton Engineering Technician / Construciton Project Management ,T046,T036,,CPM 160,CPM 250,AEC 211 ,CVL 412,Placement,Placement ,Simulation,Simulation ,,62994bbb-f82f-4197-9d98-fafa097f5a39,,Marcel Morin,,,,,3,,Placement
Construciton Engineering Technician / Construciton Project Management ,T046,T036,,CPM 160,CPM 250,AEC 211 ,CVL 412,Placement,Placement ,Simulation,Simulation ,Duplicate,62994bbb-f82f-4197-9d98-fafa097f5a39,,Ryan Roach,,,,,5,,Placement
Construciton Engineering Technician / Construciton Project Management ,T046,T036,,CPM 160,CPM 250,AEC 211 ,CVL 412,Placement,Placement ,Simulation,Simulation ,Duplicate,1abe9295-4202-462d-9df7-25b4c07722b4,,Wayne Dupuis,,,,,6,,Placement
Construciton Engineering Technician / Construciton Project Management ,T046,T036,,CPM 160,CPM 250,AEC 211 ,CVL 412,Placement,Placement ,Simulation,Simulation ,,ae83ddd3-ca9e-4d50-b50f-2c0776f96594,,0,,,,,2,,Placement
Construciton Engineering Technician / Construciton Project Management ,T046,T036,,CPM 160,CPM 250,AEC 211 ,CVL 412,Placement,Placement ,Simulation,Simulation ,,5c44a02c-ae47-4f1f-a024-8c7a2352a79a,,0,,,,,1,,Placement
Construciton Engineering Technician / Construciton Project Management ,T046,T036,,CPM 160,CPM 250,AEC 211 ,CVL 412,Placement,Placement ,Simulation,Simulation ,,bd41d7a0-90c3-4853-85e5-9137cfe297ab,,Greg Koppeser ,,,,,4,,Placement
Construciton Engineering Technician / Construciton Project Management ,T046,T036,,CPM 160,CPM 250,AEC 211 ,CVL 412,Placement,Placement ,Simulation,Simulation ,Duplicate,b6a051c6-9245-4467-9859-95b6ea748d74,,Danielle Spadafora,,,,,3,,Placement
Construciton Engineering Technician / Construciton Project Management ,T046,T036,,CPM 160,CPM 250,AEC 211 ,CVL 412,Placement,Placement ,Simulation,Simulation ,,a29c9f78-3c74-45a1-be5a-66adc8476676,,Doug Taylor,,,,,1,,Placement
Construciton Engineering Technician / Construciton Project Management ,T046,T036,,CPM 160,CPM 250,AEC 211 ,CVL 412,Placement,Placement ,Simulation,Simulation ,Duplicate,ca44ad53-f954-4171-8749-850cf9ce8b03,,Radwan Tamr,,,,,1,,Placement
,,,,,,,,,,,,,,,0,,,,,1,,Placement
Biomedical Engineering Technology - Equipment and Devices,T755,,,BME 506,BME 608,,,Capstone,Capstone,,,Duplicate,fa5c9e64-6601-4182-8486-0b34ad3fbc70,,Greg Barrett,,Kitchener,,,4,,placement 
Biomedical Engineering Technology - Equipment and Devices,T755,,,BME 506,BME 608,,,Capstone,Capstone,,,,0fe35a7a-07e9-42a0-a3eb-9ba0a46ee2e6,,Sandeep Kailey,,Owen Sound,,,2,,placement 
Biomedical Engineering Technology - Equipment and Devices,T755,,,BME 506,BME 608,,,Capstone,Capstone,,,,8e6de6fb-4b85-4118-88fa-24b7ceaf35b1,,Charles Ruston / Lisa Stonehouse,,Hamilton,,,2,,placement 
Biomedical Engineering Technology - Equipment and Devices,T755,,,BME 506,BME 608,,,Capstone,Capstone,,,Duplicate,4a7f548c-dc52-48f0-a741-74e76edc4181,,Brett Christensen,,Orangeville,,,2,,placement 
Biomedical Engineering Technology - Equipment and Devices,T755,,,BME 506,BME 608,,,Capstone,Capstone,,,,8cd74264-823c-4125-ba4c-1cfd6c696613,,Danielle Carlini     ,,Toronto/Ottawa ,,,3,,placement 
Biomedical Engineering Technology - Equipment and Devices,T755,,,BME 506,BME 608,,,Capstone,Capstone,,,Duplicate,d0b631a8-ba54-4e6a-ad00-03551f4e2642,,Jamie Jaffray,,Windsor ,,,5,,placement 
Biomedical Engineering Technology - Equipment and Devices,T755,,,BME 506,BME 608,,,Capstone,Capstone,,,,d91e94be-6393-42f3-a2be-83d50b4f8e76,,Gordon Albert,,Burlington,,,6,,placement 
Biomedical Engineering Technology - Equipment and Devices,T755,,,BME 506,BME 608,,,Capstone,Capstone,,,Duplicate,a7ba7de0-cad2-4b0b-a246-85aec9b8313f,,Gary Saini,,London,,,2,,placement 
Biomedical Engineering Technology - Equipment and Devices,T755,,,BME 506,BME 608,,,Capstone,Capstone,,,,87c19589-377e-4f6e-98ca-06bf8ed75a0d,,John Matheson,,London,,,1,,placement 
Biomedical Engineering Technology - Equipment and Devices,T755,,,BME 506,BME 608,,,Capstone,Capstone,,,,75388deb-298a-4877-99d3-d3825ecd3755,,Mike Capuano,,Burlington,,,4,,placement 
Biomedical Engineering Technology - Equipment and Devices,T755,,,BME 506,BME 608,,,Capstone,Capstone,,,Duplicate,01a47f75-035e-46f1-b1db-5e44db49766e,,Wasim ,,Windsor,,,3,,placement 
Biomedical Engineering Technology - Equipment and Devices,T755,,,BME 506,BME 608,,,Capstone,Capstone,,,,c5325054-9b5f-480b-b92a-d6b966bb66b6,,Jordan L. Shupka,,London,,,1,,placement 
Biomedical Engineering Technology - Equipment and Devices,T755,,,BME 506,BME 608,,,Capstone,Capstone,,,,30482e47-45c6-4b9e-8c88-92c7130841a0,,Peggy O'Kane ,,Newmarket,,,1,,placement 
Biomedical Engineering Technology - Equipment and Devices,T755,,,BME 506,BME 608,,,Capstone,Capstone,,,,9d5c4084-0995-4ebd-a904-1483e22bbdcd,,George Schidowka,,Hamilton,,,1,,placement 
Biomedical Engineering Technology - Equipment and Devices,T755,,,BME 506,BME 608,,,Capstone,Capstone,,,Duplicate,e0f89348-9198-481b-880a-6b83566e4d03,,Karen VanRiesen,,London,,,4,,placement 
Biomedical Engineering Technology - Equipment and Devices,T755,,,BME 506,BME 608,,,Capstone,Capstone,,,Duplicate,e0f89348-9198-481b-880a-6b83566e4d03,,Chris Mayo ,,Windsor,,,2,,placement 
Biomedical Engineering Technology - Equipment and Devices,T755,,,BME 506,BME 608,,,Capstone,Capstone,,,Duplicate,a4616567-82bd-473d-ac26-6d14ee470df0,,Jerry Bruce,,Ottawa ,,,2,,placement 
Biomedical Engineering Technology - Equipment and Devices,T755,,,BME 506,BME 608,,,Capstone,Capstone,,,,76819eac-5b1f-465b-b8cb-5f0cbe465c27,,Paul Beaulieu,,Mississauga ,,,2,,placement 
Biomedical Engineering Technology - Equipment and Devices,T755,,,BME 506,BME 608,,,Capstone,Capstone,,,,42ee9464-f465-4e1d-a1f6-f21b909ac0ff,,Elizabeth Rowe,,London,,,3,,placement 
Biomedical Engineering Technology - Equipment and Devices,T755,,,BME 506,BME 608,,,Capstone,Capstone,,,Duplicate,4a9d667a-6e35-4e74-8776-9c60e4cc5aa0,,Elizabeth Stairs,,Windsor ,,,5,,placement 
Biomedical Engineering Technology - Equipment and Devices,T755,,,BME 506,BME 608,,,Capstone,Capstone,,,,ceb3f52d-7c66-4ac3-a04e-9807c0b9b11a,,Karen VanRiesen+C20:D30,,Toronto  ,,,6,,placement 
Biomedical Engineering Technology - Equipment and Devices,T755,,,BME 506,BME 608,,,Capstone,Capstone,,,,8b52c036-b2e3-4a75-b67c-4150d62c3bbf,,Rob Jozsi,,Brampton,,,,,placement 
Biomedical Engineering Technology - Equipment and Devices,T755,,,BME 506,BME 608,,,Capstone,Capstone,,,,5e49b4a1-72fd-42a3-8365-c4d5218d5b4e,,Adam Turton,,Windsor ,,,,,placement 
Biomedical Engineering Technology - Equipment and Devices,T755,,,BME 506,BME 608,,,Capstone,Capstone,,,Duplicate,8c350f8a-827d-4faa-a3b4-71a4ddcce1fe,,Marc Heroux ,,Woodstock,,,,,placement 
Biomedical Engineering Technology - Equipment and Devices,T755,,,BME 506,BME 608,,,Capstone,Capstone,,,,341091d4-b4cc-44fc-8e88-5d0b2151262a,,Faye Eduave,,,,,,,placement 
Biomedical Engineering Technology - Equipment and Devices,T755,,,BME 506,BME 608,,,Capstone,Capstone,,,,e5ae1915-ba40-4bb2-be20-b9dfc03916f2,,Derek Dove,,,,,,,placement 
Biomedical Engineering Technology - Equipment and Devices,T755,,,BME 506,BME 608,,,Capstone,Capstone,,,,16657bee-febd-475d-a172-4bcdef7f13ba,,Adrian Wydra,,,,,,,placement 
Biomedical Engineering Technology - Equipment and Devices,T755,,,BME 506,BME 608,,,Capstone,Capstone,,,,ec687e2d-3168-4aed-bd2e-734491bfbfcf,,Gad Acosta,,,,,,,placement 
Biomedical Engineering Technology - Equipment and Devices,T755,,,BME 506,BME 608,,,Capstone,Capstone,,,,163400f9-3b3d-4eb9-b685-81eac87df63f,,Roy Joseph,,,,,,,placement 
Biomedical Engineering Technology - Equipment and Devices,T755,,,BME 506,BME 608,,,Capstone,Capstone,,,,94f69620-97d2-41c7-ba72-8a772277d2dd,,Amandeep Waraich,,,,,,,placement 
Biomedical Engineering Technology - Equipment and Devices,T755,,,BME 506,BME 608,,,Capstone,Capstone,,,Duplicate,1f2538f5-0c80-47f3-a6fd-6573edb84a97,,Tony Agostinelli,,,,,,,placement 
,,,,,,,,,,,,Duplicate,,,0,,,,,,,placement 
Power Engineering ,T940/T941/T942,,,PSE 315 ,PSE 317,PSE 611,PSE 617,Placement ,Placement ,Placement ,Placement ,Duplicate,7e38db19-2f9e-4186-80a7-3a188e454b2f,,Trevor Durrant / Howard Titus,,Windsor,,,,,placement 
Power Engineering ,T940/T941/T942,,,PSE 315 ,PSE 317,PSE 611,PSE 617,Placement ,Placement ,Placement ,Placement ,,35b659df-d85c-478d-9397-e8c310277252,,Craig Bowerman,,Whitby,,,,,placement 
Power Engineering ,T940/T941/T942,,,PSE 315 ,PSE 317,PSE 611,PSE 617,Placement ,Placement ,Placement ,Placement ,,f3125c34-a4fc-49c2-ba3c-27a3f3a8c460,,Bill Cave,,Waterloo,,,,,placement 
Power Engineering ,T940/T941/T942,,,PSE 315 ,PSE 317,PSE 611,PSE 617,Placement ,Placement ,Placement ,Placement ,,1a635613-6b32-4c7e-a46e-ae7b20ab5fe3,,Jenna Seguin ,,Mississauga,,,,,placement 
Power Engineering ,T940/T941/T942,,,PSE 315 ,PSE 317,PSE 611,PSE 617,Placement ,Placement ,Placement ,Placement ,,2701e2d5-3b56-448d-b1c3-0aca7866661e,,Craig Cooper,,Strathroy,,,,,placement 
Power Engineering ,T940/T941/T942,,,PSE 315 ,PSE 317,PSE 611,PSE 617,Placement ,Placement ,Placement ,Placement ,,fa29516c-a3e7-4872-b086-ac11d6b90aa0,,Tanner Harnden,,Tecumseh,,,,,placement 
Power Engineering ,T940/T941/T942,,,PSE 315 ,PSE 317,PSE 611,PSE 617,Placement ,Placement ,Placement ,Placement ,,3b9d7f0c-e340-4dde-b0c1-3b1be073efb2,,Dave Little,,Windsor,,,,,placement 
Power Engineering ,T940/T941/T942,,,PSE 315 ,PSE 317,PSE 611,PSE 617,Placement ,Placement ,Placement ,Placement ,,17f2f2a9-df17-4a36-923a-861764194800,,Ryan Mercey ,,GTA,,,,,placement 
Power Engineering ,T940/T941/T942,,,PSE 315 ,PSE 317,PSE 611,PSE 617,Placement ,Placement ,Placement ,Placement ,,73a8e10f-d900-48a3-87a2-b6367bee3324,,Rick Mallette,,Port Hope,,,,,placement 
Power Engineering ,T940/T941/T942,,,PSE 315 ,PSE 317,PSE 611,PSE 617,Placement ,Placement ,Placement ,Placement ,,29c47ff9-9c58-419d-b97b-ec0d17a86c7c,,Mike Stortini,,Blind River,,,,,placement 
Power Engineering ,T940/T941/T942,,,PSE 315 ,PSE 317,PSE 611,PSE 617,Placement ,Placement ,Placement ,Placement ,,5332daeb-6696-4acf-be2b-6f450b5d6f7f,,Jenna Seguin,,Ottawa,,,,,placement 
Power Engineering ,T940/T941/T942,,,PSE 315 ,PSE 317,PSE 611,PSE 617,Placement ,Placement ,Placement ,Placement ,,09e43f79-e904-475d-93ca-a5b20d31bfd1,,Mathieu Bernard,,Ottawa,,,,,placement 
Power Engineering ,T940/T941/T942,,,PSE 315 ,PSE 317,PSE 611,PSE 617,Placement ,Placement ,Placement ,Placement ,,f0696a3c-4fa9-43c6-a3cf-e516d2b99702,,Sarah Nishimura ,,Dresden,,,,,placement 
Power Engineering ,T940/T941/T942,,,PSE 315 ,PSE 317,PSE 611,PSE 617,Placement ,Placement ,Placement ,Placement ,,3e3693df-ac01-4361-adea-f6d66dbffc6c,,Michel Gagnier,,Stoney Point,,,,,placement 
Power Engineering ,T940/T941/T942,,,PSE 315 ,PSE 317,PSE 611,PSE 617,Placement ,Placement ,Placement ,Placement ,,db80bb15-f960-4737-856b-fee737551ced,,Maggie Tremblay,,Dryden,,,,,placement 
Power Engineering ,T940/T941/T942,,,PSE 315 ,PSE 317,PSE 611,PSE 617,Placement ,Placement ,Placement ,Placement ,,8a1e6993-a02c-4965-9750-542dd0510a1e,,Konstantin Mil'kov / Donna VanderPluijm,,GTA,,,,,placement 
Power Engineering ,T940/T941/T942,,,PSE 315 ,PSE 317,PSE 611,PSE 617,Placement ,Placement ,Placement ,Placement ,,1b78fdea-22e3-4c0d-9b9e-825d783d70ef,,Tim Walach,,Windsor,,,,,placement 
Power Engineering ,T940/T941/T942,,,PSE 315 ,PSE 317,PSE 611,PSE 617,Placement ,Placement ,Placement ,Placement ,,a5faf897-1f63-4041-9f8a-825528086cbe,,Keith Givens,,Listowell,,,,,placement 
Power Engineering ,T940/T941/T942,,,PSE 315 ,PSE 317,PSE 611,PSE 617,Placement ,Placement ,Placement ,Placement ,,a2df51c3-374d-4f6a-83de-81331d61b1f4,,Ryan Mercey,,Hanover,,,,,placement 
Power Engineering ,T940/T941/T942,,,PSE 315 ,PSE 317,PSE 611,PSE 617,Placement ,Placement ,Placement ,Placement ,,121d23dc-adc7-435b-8f23-ded16bf68da8,,Livia Mammoliti,,GTA,,,,,placement 
Power Engineering ,T940/T941/T942,,,PSE 315 ,PSE 317,PSE 611,PSE 617,Placement ,Placement ,Placement ,Placement ,,925ebd97-a73e-4a8a-8732-15e64caf8aa8,,Fabrizio Gagliardo,,GTA,,,,,placement 
Power Engineering ,T940/T941/T942,,,PSE 315 ,PSE 317,PSE 611,PSE 617,Placement ,Placement ,Placement ,Placement ,,38a2b192-21ce-4852-bfe9-9c274e7a3930,,Maria Torres,,Mississauga,,,,,placement 
Power Engineering ,T940/T941/T942,,,PSE 315 ,PSE 317,PSE 611,PSE 617,Placement ,Placement ,Placement ,Placement ,,d7a5cd3c-b4f9-4d74-a2ff-f85ba180b875,,Matthew Bitzer,,Windsor,,,,,placement 
Power Engineering ,T940/T941/T942,,,PSE 315 ,PSE 317,PSE 611,PSE 617,Placement ,Placement ,Placement ,Placement ,,376f2cda-c8c5-4dc5-b6df-03ad014d1f02,,Ivano Pagotto,,Ottawa,,,,,placement 
Power Engineering ,T940/T941/T942,,,PSE 315 ,PSE 317,PSE 611,PSE 617,Placement ,Placement ,Placement ,Placement ,,aeb6f244-a803-4c88-97b1-990ded77cf7c,,Todd Brillinger,,GTA,,,,,placement 
Power Engineering ,T940/T941/T942,,,PSE 315 ,PSE 317,PSE 611,PSE 617,Placement ,Placement ,Placement ,Placement ,,d1cea6b6-4bbe-469c-9807-de2d6d8acf77,,Frank Wick,,Courtright,,,,,placement 
Power Engineering ,T940/T941/T942,,,PSE 315 ,PSE 317,PSE 611,PSE 617,Placement ,Placement ,Placement ,Placement ,,f3ac7631-83aa-48e6-8f00-6f88a4667f1a,,Randi Anderson,,Chatham,,,,,placement 
Power Engineering ,T940/T941/T942,,,PSE 315 ,PSE 317,PSE 611,PSE 617,Placement ,Placement ,Placement ,Placement ,,b92d6488-e85a-4117-8eca-5d34d4a03e86,,Tyler Skinner,,Chatham,,,,,placement 
Power Engineering ,T940/T941/T942,,,PSE 315 ,PSE 317,PSE 611,PSE 617,Placement ,Placement ,Placement ,Placement ,,13a9daba-d11f-4224-a9b0-0cf609c3d26a,,Todd Brillinger,,Courtright,,,,,placement 
Power Engineering ,T940/T941/T942,,,PSE 315 ,PSE 317,PSE 611,PSE 617,Placement ,Placement ,Placement ,Placement ,,5b872801-89cd-4153-bd2d-258931842542,,Socrates Furtado,,GTA,,,,,placement 
Power Engineering ,T940/T941/T942,,,PSE 315 ,PSE 317,PSE 611,PSE 617,Placement ,Placement ,Placement ,Placement ,,38e29da2-1136-4c52-a188-10bae8875f71,,Rick MacDonald,,GTA,,,,,placement 
Power Engineering ,T940/T941/T942,,,PSE 315 ,PSE 317,PSE 611,PSE 617,Placement ,Placement ,Placement ,Placement ,,75388deb-298a-4877-99d3-d3825ecd3755,,Bali Jasmeet,,GTA,,,,,placement 
Power Engineering ,T940/T941/T942,,,PSE 315 ,PSE 317,PSE 611,PSE 617,Placement ,Placement ,Placement ,Placement ,Duplicate,2928bf08-6334-4762-8df2-f65163cd3911,,Nicole Sarafin,,Leamington,,,,,placement 
Power Engineering ,T940/T941/T942,,,PSE 315 ,PSE 317,PSE 611,PSE 617,Placement ,Placement ,Placement ,Placement ,,8399f6f8-49e1-4830-9184-15c4e5c6fdcc,,Mario Desjardins,,Windsor,,,,,placement 
Power Engineering ,T940/T941/T942,,,PSE 315 ,PSE 317,PSE 611,PSE 617,Placement ,Placement ,Placement ,Placement ,,a14a5c0e-a572-4927-a3c4-e26801b4ff8a,,Patrick Quinlan,,Windsor ,,,,,placement 
Power Engineering ,T940/T941/T942,,,PSE 315 ,PSE 317,PSE 611,PSE 617,Placement ,Placement ,Placement ,Placement ,,4fe80dd4-4b10-446a-a9e8-ff3a3243979f,,Mark Seely,,GTA,,,,,placement 
Power Engineering ,T940/T941/T942,,,PSE 315 ,PSE 317,PSE 611,PSE 617,Placement ,Placement ,Placement ,Placement ,,5984bbc4-8899-4df1-929c-0b4a99e45361,,Dan Saucier ,,London,,,,,placement 
Power Engineering ,T940/T941/T942,,,PSE 315 ,PSE 317,PSE 611,PSE 617,Placement ,Placement ,Placement ,Placement ,,40a2e6fc-6125-4f9a-9ee5-b7b660390371,,Dennis Lay,,GTA,,,,,placement 
Power Engineering ,T940/T941/T942,,,PSE 315 ,PSE 317,PSE 611,PSE 617,Placement ,Placement ,Placement ,Placement ,,ad11ed07-3dea-4996-b6d3-a1b4a55c320f,,Steve Vriens,,St. Catharines,,,,,placement 
Power Engineering ,T940/T941/T942,,,PSE 315 ,PSE 317,PSE 611,PSE 617,Placement ,Placement ,Placement ,Placement ,,553b27b3-39da-4bd0-b684-1c5eff9db21b,,Drew Jolliffe,,London,,,,,placement 
Power Engineering ,T940/T941/T942,,,PSE 315 ,PSE 317,PSE 611,PSE 617,Placement ,Placement ,Placement ,Placement ,,e0f89348-9198-481b-880a-6b83566e4d03,,Randa Venesoen,,London,,,,,placement 
Power Engineering ,T940/T941/T942,,,PSE 315 ,PSE 317,PSE 611,PSE 617,Placement ,Placement ,Placement ,Placement ,Duplicate,03f2e5d9-a8fa-4a27-a396-16d726f66327,,Steve Locke,,St. Marys,,,,,placement 
Power Engineering ,T940/T941/T942,,,PSE 315 ,PSE 317,PSE 611,PSE 617,Placement ,Placement ,Placement ,Placement ,,41ae45e5-66f0-467d-9d2a-f7a799dff21f,,Sukhvinder Malhotra,,Brampton,,,,,placement 
Power Engineering ,T940/T941/T942,,,PSE 315 ,PSE 317,PSE 611,PSE 617,Placement ,Placement ,Placement ,Placement ,,58568db9-3b34-4839-9e9d-e7cfe6523c40,,Craig Graham,,Markham,,,,,placement 
Power Engineering ,T940/T941/T942,,,PSE 315 ,PSE 317,PSE 611,PSE 617,Placement ,Placement ,Placement ,Placement ,,ff74d389-785b-491d-9ad4-14161a2d601f,,Karl Chillman,,GTA,,,,,placement 
Power Engineering ,T940/T941/T942,,,PSE 315 ,PSE 317,PSE 611,PSE 617,Placement ,Placement ,Placement ,Placement ,,13db1139-6ea6-4d56-a67c-e6410eaf6ab1,,Pat Fleming,,Wheatley,,,,,placement 
Power Engineering ,T940/T941/T942,,,PSE 315 ,PSE 317,PSE 611,PSE 617,Placement ,Placement ,Placement ,Placement ,,cf21ff0c-0ab6-456a-9fdc-d7b26c4911f9,,Doug Dittburner,,GTA,,,,,placement 
Power Engineering ,T940/T941/T942,,,PSE 315 ,PSE 317,PSE 611,PSE 617,Placement ,Placement ,Placement ,Placement ,,f915f824-eeec-4bb9-8b61-1f7a9ce22257,,Kevin Hillman,,Greater Napanee,,,,,placement 
Power Engineering ,T940/T941/T942,,,PSE 315 ,PSE 317,PSE 611,PSE 617,Placement ,Placement ,Placement ,Placement ,,e89ffd3c-7a59-4c7a-921b-d094e5a0d2a9,,0,,Ottawa,,,,,placement 
Power Engineering ,T940/T941/T942,,,PSE 315 ,PSE 317,PSE 611,PSE 617,Placement ,Placement ,Placement ,Placement ,,e00f9a4f-b219-421a-b4a3-6159db797a96,,Glenn Hewus Niemi,,Ottawa,,,,,placement 
Power Engineering ,T940/T941/T942,,,PSE 315 ,PSE 317,PSE 611,PSE 617,Placement ,Placement ,Placement ,Placement ,,b4442b6b-6f35-43c5-9a35-94e8493ccd5d,,Richard Forget,,Ottawa,,,,,placement 
Power Engineering ,T940/T941/T942,,,PSE 315 ,PSE 317,PSE 611,PSE 617,Placement ,Placement ,Placement ,Placement ,,7c861813-00a6-498c-9b39-bf814cea7352,,Robert Peng,,Ottawa,,,,,placement 
Power Engineering ,T940/T941/T942,,,PSE 315 ,PSE 317,PSE 611,PSE 617,Placement ,Placement ,Placement ,Placement ,,61dc2d31-f08a-4bf5-853a-0881c8ea7e35,,Gavril Balla,,Guelph,,,,,placement 
Power Engineering ,T940/T941/T942,,,PSE 315 ,PSE 317,PSE 611,PSE 617,Placement ,Placement ,Placement ,Placement ,,ae76d868-50f2-4cc1-b370-b5612f3e0c28,,Sarah Kinsie ,,Windsor / GTA,,,,,placement 
